#source target edge_score
DIA3 OSW2 0.7494955821498738
DIA3 PUG1 0.8317732195355231
DIA3 RSF1 0.8233474942156159
DIA3 STE3 0.832586824338369
DIA3 YBL048W 0.8482662498780917
DIA3 YEL073C 0.7748475655306476
DIT2 MSC1 0.7250566675206521
DIT2 PGM2 0.9448248383849448
DIT2 RTC3 0.7806176493013937
DIT2 SPR3 0.7848150429380858
DIT2 STE2 0.7738569515412407
DIT2 YHB1 0.7066416959902135
DIT2 YJL043W 0.7896707658360983
DIT2 YMR090W 0.7092746476510655
DIT2 glutamic_acid 0.821476033490408
ECM11 GSC2 0.7466253349460656
ECM11 RRT6 0.7318361758215948
ECM11 SPR28 0.7305594124535503
ECM11 YJL043W 0.7072227113074164
ECM11 YSW1 0.7702260309611275
ECM13 GSP2 0.7609580753766629
ECM13 HSP104 0.8163552771565601
ECM13 HSP26 0.8631843221431174
ECM13 IDH2 0.7388588266549585
ECM13 MET6 0.7058399208522815
ECM13 RTC3 0.7029718551106698
ECM13 SSA1 0.8360524716019212
ECM13 SSA4 0.9522549275432289
ECM13 STI1 0.9505059502567373
ECM13 STR3 0.7135530248452523
ECM13 TFS1 0.8244098731614112
ECM13 YMR090W 0.7050188702088782
ECM8 FRM2 0.8467565715685105
ECM8 GDH3 0.7793557338134581
ECM8 MEK1 0.9783459120874255
ECM8 MIP6 0.9815370913433559
ECM8 MPC54 0.8191307466135784
ECM8 PES4 1.0
ECM8 POX1 0.7677696600546653
ECM8 SPG1 0.7262893202278582
ECM8 YHR054C 0.7937020247575466
EDS1 GAC1 0.7726867927920156
EMI1 KDX1 0.7112424792802409
EMI2 GLK1 0.8275272905802262
EMI2 HXK1 0.7942654839426186
EMI2 LEE1 0.7615297389649789
EMI2 LPL1 0.7511116129828109
EMI2 NQM1 0.7692706639725919
EMI2 PRB1 0.8271594281965422
EMI2 UBC5 0.7157538749753591
EMI2 YLR149C 0.7019304708942293
ENO1 FMP33 0.7264482512454116
ENO1 GCY1 0.772016616028387
ENO1 GND2 0.8565867968002323
ENO1 HO 0.7019683197615167
ENO1 HSP104 0.7466115456850878
ENO1 HSP78 0.740002385709577
ENO1 IDH1 0.7647496748899433
ENO1 PET10 0.7686628031264194
ENO1 SSE2 0.7734007639789325
ENO1 TFS1 0.7023936495750256
ENO1 YJL045W 0.7901724006259465
ENO1 YJL133C-A 0.8941682506285676
ENO1 YKL151C 0.9147088483795682
ERR3 HSP26 0.7723657583342891
ERR3 HYR1 0.7278487924680712
ERR3 MET6 0.7051397636409136
ERR3 PRM1 0.8641928643359196
ERR3 SSA4 0.7751367819602462
ERR3 STI1 0.8079172297489273
FBP1 YGR146C-A 0.7138493499887335
FBP1 YLL056C 0.7035123729030125
FDH1 arginine 0.8940766275340276
FIG1 LOH1 0.7412640128839898
FIG1 PHO5 0.7375652907164091
FIG1 SPO23 0.7110244619094869
FIG1 STE2 0.7228544318853942
FKH2 HSP12 0.7225997669585436
FKH2 HSP26 0.809265068674987
FKH2 SSA4 0.8266959385577299
FKH2 STI1 0.8176336767581854
FKH2 TIR1 0.864643919880618
FMP16 GOR1 0.7968888597174583
FMP16 MET6 0.7926557049801845
FMP16 MSC1 0.7263865518281596
FMP16 PNC1 0.7837566525933662
FMP16 RTC3 0.7664081419520818
FMP16 STE2 0.8832811050078316
FMP16 TFS1 0.7375277719382564
FMP16 YHB1 0.7181120011555512
FMP16 YMR196W 0.7225977470999649
FMP33 GCY1 0.8044705593143007
FMP33 HO 0.828796678523039
FMP33 HSP104 0.8485432518942931
FMP33 HSP12 0.8322372865805231
FMP33 HSP26 0.7382047204090851
FMP33 IDH1 0.7642495496716123
FMP33 SOL4 0.7716410565535471
FMP33 SSA4 0.7697908694500608
FMP33 SSE2 0.7835831584449598
FMP33 STI1 0.7526341932310497
FMP33 YJL133C-A 0.7542045038487423
FMP33 YKL151C 0.7136180195925216
FMP45 GOR1 0.7380588957341495
FMP45 HBT1 0.994674195240694
FMP45 HSP10 0.7631986688869498
FMP45 IDH2 0.7462970812697947
FMP45 YMR090W 0.7801240830913334
FMP45 YMR196W 0.8456787282927283
FRM2 GDH3 0.7005787616702762
FRM2 MIP6 0.7071624363768753
FRM2 MPC54 0.7191405500272541
FRM2 PES4 0.913277704584299
FRM2 SPO77 0.7988265985401938
FRM2 SPR3 0.733969637488069
FRM2 YJL043W 0.7334748475522723
FRM2 YLR030W 0.7251982683034244
FRM2 glutamic_acid 0.8245506044483614
GAC1 ISF1 0.7179394887692517
GAC1 JEN1 0.7535625381896593
GAC1 RTC2 0.8415533576034764
GAC1 SPS100 0.7228248754057781
GAC1 SPS22 0.7177303360855138
GAD1 PGM2 0.794636080521137
GAS4 PDC6 0.7290174957029378
GAS4 YGL081W 0.8620785496988961
GAS4 YHL012W 0.7955838215303004
GAS4 YLR030W 0.8355204616008347
GCV1 HSP12 0.8459204309654423
GCV1 MET6 0.7406969751196996
GCV1 NPL4 0.7074408665862395
GCV1 PNC1 0.7507869872695767
GCV1 RPL9A 0.8066897415717946
GCV1 SOL4 0.8599646040330927
GCV1 YHB1 0.7173856218586924
GCY1 GRE3 0.7116639302166614
GCY1 GSP2 0.8371885393852385
GCY1 HSP104 0.8191221718618847
GCY1 IDH1 0.7075141429342529
GCY1 IDH2 0.8673550877035626
GCY1 MSC1 0.756541088477012
GCY1 SSA1 0.7145451950033874
GCY1 SSA4 0.7818356906955666
GCY1 SSE2 0.8498002585913335
GCY1 STI1 0.7569892401603034
GCY1 TFS1 0.80817592482869
GCY1 YMR090W 0.8775588903809195
GDB1 HBT1 0.9207868648622182
GDB1 HSP10 0.7308450418702094
GDB1 YMR196W 0.8347145859958258
GDH3 PHO5 0.839343844081271
GDH3 SPO75 0.8451444843032513
GDH3 STE2 0.7713131915316254
GDH3 YLR030W 0.7208090503111662
GLK1 GOR1 0.7648443254470313
GLK1 GRE3 0.7118513869883096
GLK1 GSP2 0.7394676149887405
GLK1 HSP104 0.7708319993688426
GLK1 HXK1 0.7111154806024321
GLK1 IDH2 0.7812636398250488
GLK1 MET6 0.7057112649360378
GLK1 MSC1 0.8220511892576521
GLK1 PNC1 0.752877642823549
GLK1 RTC3 0.7077206218978391
GLK1 SSE2 0.7560439720112017
GLK1 STR3 0.7018108173766915
GLK1 TFS1 0.7603495809975881
GLK1 YMR090W 0.752333079979845
GLK1 YMR196W 0.7571055110541238
GND2 GSP2 0.7114716063065458
GND2 HSP104 0.7115164344839892
GND2 HSP78 0.7081773199095931
GND2 IDH1 0.7523641788893657
GND2 IDH2 0.7571945666758226
GND2 PET10 0.7307928548989642
GND2 SSE2 0.7566186612657189
GND2 YJL045W 0.7954937525261565
GND2 YJL133C-A 0.8859923752578538
GND2 YKL151C 0.8593431402634116
GND2 YMR090W 0.7435508685985677
GOR1 GRE3 0.7006710116493776
GOR1 HSP104 0.7085055383929346
GOR1 HSP12 0.8833253143427682
GOR1 MET6 0.728301069667993
GOR1 MSC1 0.7480439624277905
GOR1 PNC1 0.7676669753493134
GOR1 RTC3 0.833546960186951
GOR1 SOL4 0.9460051269420259
GOR1 SSA4 0.7157911119410196
GOR1 STR3 0.755861680225076
GOR1 TFS1 0.8015467655274445
GOR1 YHB1 0.774026553189213
GOR1 YMR090W 0.702849480271081
GPG1 OPT2 0.9148321655098582
GPG1 PHO5 0.7008467242594263
GPG1 RNP1 0.8886259202678262
GPG1 RRT6 0.7186983557238444
GPG1 YJL043W 0.715107388206156
GPG1 YMR244W 0.7850993613619459
GPH1 SPO20 0.7156842122814587
GPH1 SPR28 0.757194676103722
GPH1 YOR381W-A 0.7539143439131856
GPM2 YDR034W-B 0.7986702058037641
GPM2 YOR338W 0.7421222362706839
GPP2 HSP31 0.7962223508200039
GPP2 TFS1 0.771011222285585
GPP2 YFL012W 0.750426313034599
GPP2 YMR090W 0.7267922931923902
GPX1 LEE1 0.7568182193587246
GPX1 NQM1 0.7046914963333888
GPX1 PHM8 0.7214019418657709
GPX1 TMA10 0.7729482738395277
GPX1 YJL160C 0.8251857817177501
GPX1 YLR149C 0.7370624386547568
GPX1 YPL088W 0.7094347609963462
GRE1 YIL014C-A 0.7146149394143888
GRE1 glycerophosphocholine 0.7000369077104799
GRE3 GSP2 0.8588512340151961
GRE3 HSP104 0.718565329776769
GRE3 HSP26 0.7349830460397152
GRE3 IDH2 0.8669682421662609
GRE3 MET6 0.81447996626693
GRE3 MSC1 0.8775705207163246
GRE3 PGM2 0.8357162712167449
GRE3 PNC1 0.7733680601806868
GRE3 RTC3 0.8082658251828256
GRE3 SOL4 0.7337816803890868
GRE3 SSA1 0.7998631419382183
GRE3 SSA4 0.7875416614032482
GRE3 STE2 0.8055784731580656
GRE3 STI1 0.7700184612938682
GRE3 STR3 0.8400407237412035
GRE3 TFS1 0.8449024466434688
GRE3 YMR090W 0.7969448520553475
GSC2 PHO5 0.722837601063453
GSC2 RRT6 0.7288884282030077
GSC2 SPO75 0.7201166711142468
GSM1 SLZ1 0.7177389805664155
GSM1 SPO74 0.8982625312790988
GSM1 glutamic_acid 0.7043755987580268
GSP2 HSP104 0.8239860838174705
GSP2 HSP26 0.8653663496515925
GSP2 IDH2 0.9796942206635015
GSP2 MET6 0.8025782187964923
GSP2 MSC1 0.8132583488411517
GSP2 PNC1 0.7450966693752068
GSP2 RTC3 0.7511777511824334
GSP2 SSA1 0.9591537042989247
GSP2 SSA4 0.9008219955482935
GSP2 SSE2 0.7904352560958672
GSP2 STE2 0.7195665689936545
GSP2 STI1 0.8874010624073783
GSP2 STR3 0.8392309109496211
GSP2 TFS1 0.9436055389496374
GSP2 YMR090W 0.8501168483023993
GYP7 PEX18 0.7784356564528957
GYP7 PUN1 0.9009539563863531
GYP7 RCR1 0.8386004245030642
GYP7 RTA1 0.7458029710054026
GYP7 YBR056W-A 0.7572623045481848
GYP7 YET2 0.7779609046393612
HBN1 HCH1 0.7619554201614142
HBN1 HSP10 0.8409245841142766
HBN1 SSA1 0.8852452618836449
HBN1 SSA4 0.7258781178516178
HBN1 STI1 0.7010249378413071
HBN1 YMR090W 0.7022095068666445
HBT1 HSP10 0.7683168062776303
HBT1 IDH2 0.7630896859758031
HBT1 YMR090W 0.733798665248399
HBT1 YMR196W 0.7872825713626515
HCH1 HSP26 0.7411356733227504
HCH1 HSP82 0.8604829264558302
HCH1 SSA1 0.9484248295309522
HCH1 SSA4 0.7279964294110226
HCH1 STI1 0.7130551417828656
HED1 MEI4 1.0
HED1 SOL4 0.7113649709028402
HED1 STE2 0.7338988700184852
HED1 YHB1 0.74807367085339
HED1 YNL277W-A 0.8313240393440819
HMS2 ZPS1 0.7682651216373776
HO HSP104 0.7741910520418283
HO HSP12 0.7177292204802429
HO HSP78 0.7316813120019452
HO IDH1 0.726854045304283
HO SSE2 0.7110796411601784
HO YJL133C-A 0.8531496246869497
HO YKL151C 0.8220687857598887
HOP2 PAU2 0.7630056858376013
HOP2 YHR177W 0.7378646792798937
HSP10 IDH2 0.7345870862371278
HSP10 SPR3 0.7044281782176223
HSP10 SSA1 0.8006427735122447
HSP10 YMR090W 0.751944937922111
HSP104 HSP12 0.7274629145605298
HSP104 HSP26 0.8787771126400103
HSP104 IDH1 0.7052974795138698
HSP104 IDH2 0.7765997357537173
HSP104 MET6 0.7324043133692796
HSP104 MSC1 0.7117131164924624
HSP104 PNC1 0.7690016314090883
HSP104 RTC3 0.7560039344155904
HSP104 SSA1 0.8451268909903424
HSP104 SSA4 0.9181325601278216
HSP104 SSE2 0.8833218517149569
HSP104 STI1 0.9084438263161014
HSP104 STR3 0.7768793624550232
HSP104 TFS1 0.9346587624262489
HSP104 YMR090W 0.7088983964049164
HSP12 HSP26 0.7884297919021073
HSP12 IDH2 0.7055620865884704
HSP12 MET6 0.7832915434800006
HSP12 MSC1 0.7757585716216139
HSP12 PNC1 0.8100889938426846
HSP12 RTC3 0.8798118980919245
HSP12 SOL4 0.9930826650064096
HSP12 SSA1 0.7313303832016699
HSP12 SSA4 0.8722187778138877
HSP12 SSE2 0.7385201862206798
HSP12 STE2 0.705767368498934
HSP12 STI1 0.8501710266942748
HSP12 STR3 0.8198833271036297
HSP12 TFS1 0.8683130723134523
HSP12 YHB1 0.7496225054877212
HSP26 IDH2 0.7354990077876192
HSP26 MET6 0.7459778677037991
HSP26 SSA1 0.900198768281149
HSP26 SSA4 0.9165287181647308
HSP26 STI1 0.9081996351123077
HSP26 STR3 0.737663312685276
HSP26 TFS1 0.817365230556293
HSP30 SPI1 0.7413387928637165
HSP30 TMA10 0.7374562204083144
HSP31 SSA1 0.7134809035370242
HSP31 SSE2 0.7422202104447297
HSP31 TFS1 0.762625501331679
HSP31 YFL012W 0.7375836445336941
HSP78 IDH1 0.7302779234575165
HSP78 MAG1 0.7242501856586758
HSP78 NPL4 0.8023676095006618
HSP78 PET10 0.7139915814087106
HSP78 SSE2 0.7059418564865465
HSP78 TSA2 0.8654668057248647
HSP78 UFD1 0.7292899089643174
HSP78 YJL045W 0.738954374949478
HSP78 YJL133C-A 0.8708734853876064
HSP78 YKL151C 0.9392278302754712
HSP78 YKR011C 0.923978108398025
HSP82 SSA1 0.780076458333678
HXK1 SSE2 0.7083090653507625
HXK1 YJL133C-A 0.8223750296591668
HXK1 YKL151C 0.7415810641707273
HXT10 PDC6 0.7374347659884517
HXT10 REC8 0.7152311004726779
HXT10 SLZ1 0.7760032552943558
HXT10 SPO74 0.8283788566760628
HXT10 YGR066C 0.9652533680731461
HXT11 IDH2 0.7431895222418886
HXT11 MET6 0.7446332810878432
HXT11 NPL4 0.7095304270320018
HXT11 PNC1 0.7349392834770441
HXT11 PRM1 0.7842679976074116
HXT11 SSE2 0.7463580202182323
HXT11 TFS1 0.7464398563197355
HXT11 UFD1 0.7142938266663041
HXT11 YDL186W 0.7651366398682122
HXT13 MOH1 0.7244588406329917
HXT14 MF(ALPHA)1 1.0
HXT14 MIP6 0.7580410739256331
HXT14 MPC54 0.9502166151909175
HXT14 SPG1 1.0
HXT14 SPR3 0.7058375194067557
HXT14 YLR030W 0.8488036380096797
HXT14 ZIP2 0.8131064607921334
HXT14 ethanol 0.7570410398871503
HXT4 PHO5 0.7122499029423802
HXT4 RRT6 0.8891360261840567
HXT4 SPR28 0.8344450246810807
HXT4 YJL043W 0.7187573090784065
HXT4 YOR381W-A 0.7342727801863661
HXT4 YSW1 0.7454858797588642
HXT5 IDH2 0.7141933131971233
HXT5 NPL4 0.7892792250138887
HXT5 PNC1 0.7092782989724634
HXT5 SSE2 0.7457292914168744
HXT5 TFS1 0.7963528694780918
HXT5 YFL012W 0.7307102286282015
HXT5 YMR090W 0.7034785081522295
HXT5 YMR196W 0.7888174831499388
HXT5 YNL042W-B 0.7686740235961219
HXT8 IRC4 0.7079276563052357
HXT8 SPO77 0.8942869371335628
HXT8 YJL043W 0.7169826621889714
HXT8 glutamic_acid 0.7985142496688753
HXT9 REG2 0.82798458993326
HXT9 SUE1 0.7920746425272122
HXT9 YFL052W 0.7594329864654872
HYR1 IDH2 0.8597446003105877
HYR1 MET6 0.9238399298082353
HYR1 MSC1 0.7761991780011894
HYR1 PNC1 0.9152560823394708
HYR1 PRM1 1.0
HYR1 SSA1 0.7336503159443504
HYR1 SSA4 0.7800353296957131
HYR1 SSE2 0.8625886388838202
HYR1 STE2 0.7639571013335164
HYR1 STI1 0.7750066458218562
HYR1 STR3 0.8785594765682136
HYR1 TFS1 0.8963276490162231
HYR1 YDL186W 1.0
HYR1 YKL151C 0.7088972132193292
HYR1 YMR090W 0.700101830514515
HYR1 YMR196W 0.7400790490732616
HYR1 YNL042W-B 0.7480538235892459
IDH1 IDH2 0.7890665310887626
IDH1 SSA1 0.8330042324148095
IDH1 SSA4 0.8262917756187274
IDH1 SSE2 0.8165474500899857
IDH1 STI1 0.8199541206933484
IDH1 STR3 0.7575793001217271
IDH1 TFS1 0.8655712132251518
IDH1 YMR090W 0.7364116152231022
IDH2 MET6 0.7918147686694361
IDH2 MSC1 0.8378812360281898
IDH2 PNC1 0.7462690172910599
IDH2 RTC3 0.7404769955352724
IDH2 SSA1 0.9343072968399294
IDH2 SSA4 0.8874658015621584
IDH2 SSE2 0.7858843401945429
IDH2 STE2 0.7302472459975998
IDH2 STI1 0.8714927402000617
IDH2 STR3 0.8307807520161533
IDH2 TFS1 0.9336257530261607
IDH2 YMR090W 0.869253747733727
ILV3 RPL9A 0.7384866300562407
ILV3 SSA4 0.7533445745173493
ILV3 STI1 0.741864745441843
ILV3 YKR015C 0.7296331976373538
IME1 MET6 0.7182370021269995
IME1 STE2 0.8512582892353736
IME4 RRT6 0.7162331822946546
IME4 SPR28 0.7700349029719884
IME4 YHR177W 0.7152506264438352
IME4 YLR312C 0.85438292526294
INH1 YIL060W 0.8879433854731809
INH1 YOL118C 0.7913184596661303
INH1 udp_derivative_1 0.7213203016363063
INH1 udp_derivative_2 0.8319238395847738
IRC18 REC8 0.7105909615691539
IRC18 SRL4 0.784397495013688
IRC18 YHL012W 0.8564862557722224
IRC4 PGM2 0.8367930585232307
IRC4 SPO77 0.8312065089154552
IRC4 SPR3 0.8499928558844085
IRC4 YJL043W 0.8377522235515141
IRC4 YSW1 0.7106327994258619
IRC4 glutamic_acid 0.994410859854515
ISF1 JEN1 0.7189239598596748
ISF1 YDR034W-B 0.7741472028415336
ISF1 YOR338W 0.8466644651455647
JEN1 MFG1 0.7578474618754384
JEN1 RTC2 0.7454155738041438
JEN1 SPS100 0.7367750489964359
JEN1 YOR338W 0.7991485028454325
KDX1 PHM8 0.7929273469048286
KDX1 UGX2 0.7261410955885962
KDX1 YER145C-A 0.7639210878585012
KDX1 YHR138C 0.7056840124846774
KDX1 YJL160C 0.7175130944047822
KDX1 YOL162W 0.8693175722273857
KDX1 YPL088W 0.8470522787333458
KNH1 OPT2 0.7222337905764704
KNH1 RNP1 0.7341908073905564
KNH1 SPR28 0.8499272197341948
KNH1 YLR312C 0.9638068692703915
KTR2 PHM7 0.771244792236212
KTR2 PHO84 0.7218272087190621
KTR2 PUT1 0.7982721612850532
LDS2 YOR338W 0.7207124568055949
LEE1 NQM1 0.7211518095953584
LEE1 PIR3 0.733682910877238
LEE1 TMA10 0.7752990116582861
LEE1 YJR096W 0.7179852131376964
LEE1 YLR149C 0.8545742476596685
LOH1 PDC6 0.7911966986909373
LOH1 PHO5 0.7974792920802091
LOH1 SPO23 0.785841075431723
LOH1 SPO75 0.7641932853114615
LOH1 YLR030W 0.759133118661917
LOH1 YLR031W 0.7642144805803759
LPL1 NQM1 0.7850963864742355
LPL1 PRB1 0.7687693430111893
LPL1 RIM4 0.7469606582480508
LPL1 UBC5 0.9094534633390483
LPL1 YBR284W 0.722275884776509
LPL1 YJR096W 0.7046724252440029
MAG1 NPL4 0.9341659409914442
MAG1 TSA2 0.8784277568442738
MAG1 UFD1 0.88757909327423
MAG1 VID24 0.7191416090724327
MAG1 YKL151C 0.7583204825340624
MAG1 YKR011C 0.9234557551353236
MAL13 STE3 0.7797298253824629
MAM1 MEK1 0.789220500204431
MAM1 MIP6 0.8258820254327165
MAM1 MPC54 0.779789648748856
MAM1 PHO92 0.8415875668707347
MAM1 SPO77 0.7338017713370661
MAM1 ethanol 0.873774442275534
MCH2 PIR3 0.7007552874939373
MCH2 YER145C-A 0.7856675603751737
MCH2 YJL160C 0.7576968049784653
MCH2 YOL162W 0.8701423322567405
MCH2 YPL088W 0.7193643294027438
MDH2 PHM8 0.8197723492324825
MDH2 YKL107W 0.7432403898623988
MDH2 YPL088W 0.7458964961441811
MEI4 SOL4 0.738200069199067
MEI4 STE2 0.7006863027006129
MEI4 YNL277W-A 0.7507924278675364
MEI5 PEX18 0.7434393072189771
MEI5 PUN1 0.7656792867882312
MEI5 RCR1 0.774325942672242
MEI5 RTA1 0.7332670361578687
